Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2017-18,2018-02-03T00:00:00Z,Bournemouth,Stoke,2,1,H,0,1,A
2017-18,2018-02-03T00:00:00Z,Brighton,West Ham,3,1,H,1,1,D
2017-18,2018-02-03T00:00:00Z,Burnley,Man City,1,1,D,0,1,A
2017-18,2018-02-03T00:00:00Z,Leicester,Swansea,1,1,D,1,0,H
2017-18,2018-02-03T00:00:00Z,Man United,Huddersfield,2,0,H,0,0,D
2017-18,2018-02-03T00:00:00Z,West Brom,Southampton,2,3,A,1,2,A
2017-18,2018-02-04T00:00:00Z,Crystal Palace,Newcastle,1,1,D,0,1,A
2017-18,2018-02-04T00:00:00Z,Liverpool,Tottenham,2,2,D,1,0,H
2017-18,2018-02-05T00:00:00Z,Watford,Chelsea,4,1,H,1,0,H
2017-18,2018-02-10T00:00:00Z,Everton,Crystal Palace,3,1,H,0,0,D
2017-18,2018-02-10T00:00:00Z,Man City,Leicester,5,1,H,1,1,D
2017-18,2018-02-10T00:00:00Z,Stoke,Brighton,1,1,D,0,1,A
2017-18,2018-02-10T00:00:00Z,Swansea,Burnley,1,0,H,0,0,D
2017-18,2018-02-10T00:00:00Z,Tottenham,Arsenal,1,0,H,0,0,D
2017-18,2018-02-10T00:00:00Z,West Ham,Watford,2,0,H,1,0,H
2017-18,2018-02-11T00:00:00Z,Huddersfield,Bournemouth,4,1,H,2,1,H
2017-18,2018-02-11T00:00:00Z,Newcastle,Man United,1,0,H,0,0,D
2017-18,2018-02-11T00:00:00Z,Southampton,Liverpool,0,2,A,0,2,A
2017-18,2018-02-12T00:00:00Z,Chelsea,West Brom,3,0,H,1,0,H
2017-18,2018-02-24T00:00:00Z,Bournemouth,Newcastle,2,2,D,0,2,A
2017-18,2018-02-24T00:00:00Z,Brighton,Swansea,4,1,H,1,0,H
2017-18,2018-02-24T00:00:00Z,Burnley,Southampton,1,1,D,0,0,D
2017-18,2018-02-24T00:00:00Z,Leicester,Stoke,1,1,D,0,1,A
2017-18,2018-02-24T00:00:00Z,Liverpool,West Ham,4,1,H,1,0,H
2017-18,2018-02-24T00:00:00Z,Watford,Everton,1,0,H,0,0,D
2017-18,2018-02-24T00:00:00Z,West Brom,Huddersfield,1,2,A,0,0,D
2017-18,2018-02-25T00:00:00Z,Crystal Palace,Tottenham,0,1,A,0,0,D
2017-18,2018-02-25T00:00:00Z,Man United,Chelsea,2,1,H,1,1,D
2017-18,2018-03-01T00:00:00Z,Arsenal,Man City,0,3,A,0,3,A
2017-18,2018-03-03T00:00:00Z,Burnley,Everton,2,1,H,0,1,A
2017-18,2018-03-03T00:00:00Z,Leicester,Bournemouth,1,1,D,0,1,A
2017-18,2018-03-03T00:00:00Z,Liverpool,Newcastle,2,0,H,1,0,H
2017-18,2018-03-03T00:00:00Z,Southampton,Stoke,0,0,D,0,0,D
2017-18,2018-03-03T00:00:00Z,Swansea,West Ham,4,1,H,2,0,H
2017-18,2018-03-03T00:00:00Z,Tottenham,Huddersfield,2,0,H,1,0,H
2017-18,2018-03-03T00:00:00Z,Watford,West Brom,1,0,H,0,0,D
2017-18,2018-03-04T00:00:00Z,Brighton,Arsenal,2,1,H,2,1,H
2017-18,2018-03-04T00:00:00Z,Man City,Chelsea,1,0,H,0,0,D
2017-18,2018-03-05T00:00:00Z,Crystal Palace,Man United,2,3,A,1,0,H
2017-18,2018-03-10T00:00:00Z,Chelsea,Crystal Palace,2,1,H,2,0,H
2017-18,2018-03-10T00:00:00Z,Everton,Brighton,2,0,H,0,0,D
2017-18,2018-03-10T00:00:00Z,Huddersfield,Swansea,0,0,D,0,0,D
2017-18,2018-03-10T00:00:00Z,Man United,Liverpool,2,1,H,2,0,H
2017-18,2018-03-10T00:00:00Z,Newcastle,Southampton,3,0,H,2,0,H
2017-18,2018-03-10T00:00:00Z,West Brom,Leicester,1,4,A,1,1,D
2017-18,2018-03-10T00:00:00Z,West Ham,Burnley,0,3,A,0,0,D
2017-18,2018-03-11T00:00:00Z,Arsenal,Watford,3,0,H,1,0,H
2017-18,2018-03-11T00:00:00Z,Bournemouth,Tottenham,1,4,A,1,1,D
2017-18,2018-03-12T00:00:00Z,Stoke,Man City,0,2,A,0,1,A
2017-18,2018-03-17T00:00:00Z,Bournemouth,West Brom,2,1,H,0,0,D
2017-18,2018-03-17T00:00:00Z,Huddersfield,Crystal Palace,0,2,A,0,1,A
2017-18,2018-03-17T00:00:00Z,Liverpool,Watford,5,0,H,2,0,H
2017-18,2018-03-17T00:00:00Z,Stoke,Everton,1,2,A,0,0,D
2017-18,2018-03-31T00:00:00Z,Brighton,Leicester,0,2,A,0,0,D
2017-18,2018-03-31T00:00:00Z,Crystal Palace,Liverpool,1,2,A,1,0,H
2017-18,2018-03-31T00:00:00Z,Everton,Man City,1,3,A,0,3,A
2017-18,2018-03-31T00:00:00Z,Man United,Swansea,2,0,H,2,0,H
2017-18,2018-03-31T00:00:00Z,Newcastle,Huddersfield,1,0,H,0,0,D
2017-18,2018-03-31T00:00:00Z,Watford,Bournemouth,2,2,D,1,1,D
2017-18,2018-03-31T00:00:00Z,West Brom,Burnley,1,2,A,0,1,A
2017-18,2018-03-31T00:00:00Z,West Ham,Southampton,3,0,H,3,0,H
2017-18,2018-04-01T00:00:00Z,Arsenal,Stoke,3,0,H,0,0,D
2017-18,2018-04-01T00:00:00Z,Chelsea,Tottenham,1,3,A,1,1,D
2017-18,2018-04-07T00:00:00Z,Bournemouth,Crystal Palace,2,2,D,0,0,D
2017-18,2018-04-07T00:00:00Z,Brighton,Huddersfield,1,1,D,1,1,D
2017-18,2018-04-07T00:00:00Z,Everton,Liverpool,0,0,D,0,0,D
2017-18,2018-04-07T00:00:00Z,Leicester,Newcastle,1,2,A,0,1,A
2017-18,2018-04-07T00:00:00Z,Man City,Man United,2,3,A,2,0,H
2017-18,2018-04-07T00:00:00Z,Stoke,Tottenham,1,2,A,0,0,D
2017-18,2018-04-07T00:00:00Z,Watford,Burnley,1,2,A,0,0,D
2017-18,2018-04-07T00:00:00Z,West Brom,Swansea,1,1,D,0,0,D
2017-18,2018-04-08T00:00:00Z,Arsenal,Southampton,3,2,H,2,1,H
2017-18,2018-04-08T00:00:00Z,Chelsea,West Ham,1,1,D,1,0,H
2017-18,2018-04-14T00:00:00Z,Burnley,Leicester,2,1,H,2,0,H
2017-18,2018-04-14T00:00:00Z,Crystal Palace,Brighton,3,2,H,3,2,H
2017-18,2018-04-14T00:00:00Z,Huddersfield,Watford,1,0,H,0,0,D
2017-18,2018-04-14T00:00:00Z,Liverpool,Bournemouth,3,0,H,1,0,H
2017-18,2018-04-14T00:00:00Z,Southampton,Chelsea,2,3,A,1,0,H
2017-18,2018-04-14T00:00:00Z,Swansea,Everton,1,1,D,0,1,A
2017-18,2018-04-14T00:00:00Z,Tottenham,Man City,1,3,A,1,2,A
2017-18,2018-04-15T00:00:00Z,Man United,West Brom,0,1,A,0,0,D
2017-18,2018-04-15T00:00:00Z,Newcastle,Arsenal,2,1,H,1,1,D
2017-18,2018-04-16T00:00:00Z,West Ham,Stoke,1,1,D,0,0,D
2017-18,2018-04-17T00:00:00Z,Brighton,Tottenham,1,1,D,0,0,D
2017-18,2018-04-18T00:00:00Z,Bournemouth,Man United,0,2,A,0,1,A
2017-18,2018-04-19T00:00:00Z,Burnley,Chelsea,1,2,A,0,1,A
2017-18,2018-04-19T00:00:00Z,Leicester,Southampton,0,0,D,0,0,D
2017-18,2018-04-21T00:00:00Z,Watford,Crystal Palace,0,0,D,0,0,D
2017-18,2018-04-21T00:00:00Z,West Brom,Liverpool,2,2,D,0,1,A
2017-18,2018-04-22T00:00:00Z,Arsenal,West Ham,4,1,H,0,0,D
2017-18,2018-04-22T00:00:00Z,Man City,Swansea,5,0,H,2,0,H
2017-18,2018-04-22T00:00:00Z,Stoke,Burnley,1,1,D,1,0,H
2017-18,2018-04-23T00:00:00Z,Everton,Newcastle,1,0,H,0,0,D
2017-18,2018-04-28T00:00:00Z,Burnley,Brighton,0,0,D,0,0,D
2017-18,2018-04-28T00:00:00Z,Crystal Palace,Leicester,5,0,H,2,0,H
2017-18,2018-04-28T00:00:00Z,Huddersfield,Everton,0,2,A,0,1,A
2017-18,2018-04-28T00:00:00Z,Liverpool,Stoke,0,0,D,0,0,D
2017-18,2018-04-28T00:00:00Z,Newcastle,West Brom,0,1,A,0,1,A
2017-18,2018-04-28T00:00:00Z,Southampton,Bournemouth,2,1,H,1,1,D
2017-18,2018-04-28T00:00:00Z,Swansea,Chelsea,0,1,A,0,1,A
2017-18,2018-04-29T00:00:00Z,Man United,Arsenal,2,1,H,1,0,H
2017-18,2018-04-29T00:00:00Z,West Ham,Man City,1,4,A,1,2,A
2017-18,2018-04-30T00:00:00Z,Tottenham,Watford,2,0,H,1,0,H
2017-18,2018-05-04T00:00:00Z,Brighton,Man United,1,0,H,0,0,D
2017-18,2018-05-05T00:00:00Z,Bournemouth,Swansea,1,0,H,1,0,H
2017-18,2018-05-05T00:00:00Z,Everton,Southampton,1,1,D,0,0,D
2017-18,2018-05-05T00:00:00Z,Leicester,West Ham,0,2,A,0,1,A
2017-18,2018-05-05T00:00:00Z,Stoke,Crystal Palace,1,2,A,1,0,H
2017-18,2018-05-05T00:00:00Z,Watford,Newcastle,2,1,H,2,0,H
2017-18,2018-05-05T00:00:00Z,West Brom,Tottenham,1,0,H,0,0,D
2017-18,2018-05-06T00:00:00Z,Arsenal,Burnley,5,0,H,2,0,H
2017-18,2018-05-06T00:00:00Z,Chelsea,Liverpool,1,0,H,1,0,H
2017-18,2018-05-06T00:00:00Z,Man City,Huddersfield,0,0,D,0,0,D
2017-18,2018-05-08T00:00:00Z,Swansea,Southampton,0,1,A,0,0,D
2017-18,2018-05-09T00:00:00Z,Chelsea,Huddersfield,1,1,D,0,0,D
2017-18,2018-05-09T00:00:00Z,Leicester,Arsenal,3,1,H,1,0,H
2017-18,2018-05-09T00:00:00Z,Man City,Brighton,3,1,H,2,1,H
2017-18,2018-05-09T00:00:00Z,Tottenham,Newcastle,1,0,H,0,0,D
2017-18,2018-05-10T00:00:00Z,West Ham,Man United,0,0,D,0,0,D
2017-18,2018-05-13T00:00:00Z,Burnley,Bournemouth,1,2,A,1,0,H
2017-18,2018-05-13T00:00:00Z,Crystal Palace,West Brom,2,0,H,0,0,D
2017-18,2018-05-13T00:00:00Z,Huddersfield,Arsenal,0,1,A,0,1,A
2017-18,2018-05-13T00:00:00Z,Liverpool,Brighton,4,0,H,2,0,H
2017-18,2018-05-13T00:00:00Z,Man United,Watford,1,0,H,1,0,H
2017-18,2018-05-13T00:00:00Z,Newcastle,Chelsea,3,0,H,1,0,H
2017-18,2018-05-13T00:00:00Z,Southampton,Man City,0,1,A,0,0,D
2017-18,2018-05-13T00:00:00Z,Swansea,Stoke,1,2,A,1,2,A
2017-18,2018-05-13T00:00:00Z,Tottenham,Leicester,5,4,H,1,2,A
2017-18,2018-05-13T00:00:00Z,West Ham,Everton,3,1,H,1,0,H
2018-19,2018-08-10T00:00:00Z,Man United,Leicester,2,1,H,1,0,H
2018-19,2018-08-11T00:00:00Z,Bournemouth,Cardiff,2,0,H,1,0,H
2018-19,2018-08-11T00:00:00Z,Fulham,Crystal Palace,0,2,A,0,1,A
2018-19,2018-08-11T00:00:00Z,Huddersfield,Chelsea,0,3,A,0,2,A
2018-19,2018-08-11T00:00:00Z,Newcastle,Tottenham,1,2,A,1,2,A
2018-19,2018-08-11T00:00:00Z,Watford,Brighton,2,0,H,1,0,H
2018-19,2018-08-11T00:00:00Z,Wolves,Everton,2,2,D,1,1,D
2018-19,2018-08-12T00:00:00Z,Arsenal,Man City,0,2,A,0,1,A
2018-19,2018-08-12T00:00:00Z,Liverpool,West Ham,4,0,H,2,0,H
2018-19,2018-08-12T00:00:00Z,Southampton,Burnley,0,0,D,0,0,D
2018-19,2018-08-18T00:00:00Z,Cardiff,Newcastle,0,0,D,0,0,D
2018-19,2018-08-18T00:00:00Z,Chelsea,Arsenal,3,2,H,2,2,D
2018-19,2018-08-18T00:00:00Z,Everton,Southampton,2,1,H,2,0,H
2018-19,2018-08-18T00:00:00Z,Leicester,Wolves,2,0,H,2,0,H
2018-19,2018-08-18T00:00:00Z,Tottenham,Fulham,3,1,H,1,0,H
2018-19,2018-08-18T00:00:00Z,West Ham,Bournemouth,1,2,A,1,0,H
2018-19,2018-08-19T00:00:00Z,Brighton,Man United,3,2,H,3,1,H
2018-19,2018-08-19T00:00:00Z,Burnley,Watford,1,3,A,1,1,D
2018-19,2018-08-19T00:00:00Z,Man City,Huddersfield,6,1,H,3,1,H
2018-19,2018-08-20T00:00:00Z,Crystal Palace,Liverpool,0,2,A,0,1,A
2018-19,2018-08-25T00:00:00Z,Arsenal,West Ham,3,1,H,1,1,D
2018-19,2018-08-25T00:00:00Z,Bournemouth,Everton,2,2,D,0,0,D
2018-19,2018-08-25T00:00:00Z,Huddersfield,Cardiff,0,0,D,0,0,D
2018-19,2018-08-25T00:00:00Z,Liverpool,Brighton,1,0,H,1,0,H
2018-19,2018-08-25T00:00:00Z,Southampton,Leicester,1,2,A,0,0,D
2018-19,2018-08-25T00:00:00Z,Wolves,Man City,1,1,D,0,0,D
2018-19,2018-08-26T00:00:00Z,Fulham,Burnley,4,2,H,3,2,H
2018-19,2018-08-26T00:00:00Z,Newcastle,Chelsea,1,2,A,0,0,D
2018-19,2018-08-26T00:00:00Z,Watford,Crystal Palace,2,1,H,0,0,D
2018-19,2018-08-27T00:00:00Z,Man United,Tottenham,0,3,A,0,0,D
2018-19,2018-09-01T00:00:00Z,Brighton,Fulham,2,2,D,0,1,A
2018-19,2018-09-01T00:00:00Z,Chelsea,Bournemouth,2,0,H,0,0,D
2018-19,2018-09-01T00:00:00Z,Crystal Palace,Southampton,0,2,A,0,0,D
2018-19,2018-09-01T00:00:00Z,Everton,Huddersfield,1,1,D,1,1,D
2018-19,2018-09-01T00:00:00Z,Leicester,Liverpool,1,2,A,0,2,A
2018-19,2018-09-01T00:00:00Z,Man City,Newcastle,2,1,H,1,1,D
2018-19,2018-09-01T00:00:00Z,West Ham,Wolves,0,1,A,0,0,D
2018-19,2018-09-02T00:00:00Z,Burnley,Man United,0,2,A,0,2,A
2018-19,2018-09-02T00:00:00Z,Cardiff,Arsenal,2,3,A,1,1,D
2018-19,2018-09-02T00:00:00Z,Watford,Tottenham,2,1,H,0,0,D
2018-19,2018-09-15T00:00:00Z,Bournemouth,Leicester,4,2,H,3,0,H
2018-19,2018-09-15T00:00:00Z,Chelsea,Cardiff,4,1,H,2,1,H
2018-19,2018-09-15T00:00:00Z,Huddersfield,Crystal Palace,0,1,A,0,1,A
2018-19,2018-09-15T00:00:00Z,Man City,Fulham,3,0,H,2,0,H
2018-19,2018-09-15T00:00:00Z,Newcastle,Arsenal,1,2,A,0,0,D
2018-19,2018-09-15T00:00:00Z,Tottenham,Liverpool,1,2,A,0,1,A
2018-19,2018-09-15T00:00:00Z,Watford,Man United,1,2,A,0,2,A
2018-19,2018-09-16T00:00:00Z,Everton,West Ham,1,3,A,1,2,A
2018-19,2018-09-16T00:00:00Z,Wolves,Burnley,1,0,H,0,0,D
2018-19,2018-09-17T00:00:00Z,Southampton,Brighton,2,2,D,1,0,H
2018-19,2018-09-22T00:00:00Z,Brighton,Tottenham,1,2,A,0,1,A
2018-19,2018-09-22T00:00:00Z,Burnley,Bournemouth,4,0,H,2,0,H
2018-19,2018-09-22T00:00:00Z,Cardiff,Man City,0,5,A,0,3,A
2018-19,2018-09-22T00:00:00Z,Crystal Palace,Newcastle,0,0,D,0,0,D
2018-19,2018-09-22T00:00:00Z,Fulham,Watford,1,1,D,0,1,A
2018-19,2018-09-22T00:00:00Z,Leicester,Huddersfield,3,1,H,1,1,D
2018-19,2018-09-22T00:00:00Z,Liverpool,Southampton,3,0,H,3,0,H
2018-19,2018-09-22T00:00:00Z,Man United,Wolves,1,1,D,1,0,H
2018-19,2018-09-23T00:00:00Z,Arsenal,Everton,2,0,H,0,0,D
2018-19,2018-09-23T00:00:00Z,West Ham,Chelsea,0,0,D,0,0,D
2018-19,2018-09-29T00:00:00Z,Arsenal,Watford,2,0,H,0,0,D
2018-19,2018-09-29T00:00:00Z,Chelsea,Liverpool,1,1,D,1,0,H
2018-19,2018-09-29T00:00:00Z,Everton,Fulham,3,0,H,0,0,D
2018-19,2018-09-29T00:00:00Z,Huddersfield,Tottenham,0,2,A,0,2,A
2018-19,2018-09-29T00:00:00Z,Man City,Brighton,2,0,H,1,0,H
2018-19,2018-09-29T00:00:00Z,Newcastle,Leicester,0,2,A,0,1,A
2018-19,2018-09-29T00:00:00Z,West Ham,Man United,3,1,H,2,0,H
2018-19,2018-09-29T00:00:00Z,Wolves,Southampton,2,0,H,0,0,D
2018-19,2018-09-30T00:00:00Z,Cardiff,Burnley,1,2,A,0,0,D
2018-19,2018-10-01T00:00:00Z,Bournemouth,Crystal Palace,2,1,H,1,0,H
2018-19,2018-10-05T00:00:00Z,Brighton,West Ham,1,0,H,1,0,H
2018-19,2018-10-06T00:00:00Z,Burnley,Huddersfield,1,1,D,1,0,H
2018-19,2018-10-06T00:00:00Z,Crystal Palace,Wolves,0,1,A,0,0,D
2018-19,2018-10-06T00:00:00Z,Leicester,Everton,1,2,A,1,1,D
2018-19,2018-10-06T00:00:00Z,Man United,Newcastle,3,2,H,0,2,A
2018-19,2018-10-06T00:00:00Z,Tottenham,Cardiff,1,0,H,1,0,H
2018-19,2018-10-06T00:00:00Z,Watford,Bournemouth,0,4,A,0,3,A
2018-19,2018-10-07T00:00:00Z,Fulham,Arsenal,1,5,A,1,1,D
2018-19,2018-10-07T00:00:00Z,Liverpool,Man City,0,0,D,0,0,D
2018-19,2018-10-07T00:00:00Z,Southampton,Chelsea,0,3,A,0,1,A
2018-19,2018-10-20T00:00:00Z,Bournemouth,Southampton,0,0,D,0,0,D
2018-19,2018-10-20T00:00:00Z,Cardiff,Fulham,4,2,H,2,2,D
2018-19,2018-10-20T00:00:00Z,Chelsea,Man United,2,2,D,1,0,H
2018-19,2018-10-20T00:00:00Z,Huddersfield,Liverpool,0,1,A,0,1,A
2018-19,2018-10-20T00:00:00Z,Man City,Burnley,5,0,H,1,0,H
2018-19,2018-10-20T00:00:00Z,Newcastle,Brighton,0,1,A,0,1,A
2018-19,2018-10-20T00:00:00Z,West Ham,Tottenham,0,1,A,0,1,A
2018-19,2018-10-20T00:00:00Z,Wolves,Watford,0,2,A,0,2,A
2018-19,2018-10-21T00:00:00Z,Everton,Crystal Palace,2,0,H,0,0,D
2018-19,2018-10-22T00:00:00Z,Arsenal,Leicester,3,1,H,1,1,D
2018-19,2018-10-27T00:00:00Z,Brighton,Wolves,1,0,H,0,0,D
2018-19,2018-10-27T00:00:00Z,Fulham,Bournemouth,0,3,A,0,1,A
2018-19,2018-10-27T00:00:00Z,Leicester,West Ham,1,1,D,0,1,A
2018-19,2018-10-27T00:00:00Z,Liverpool,Cardiff,4,1,H,1,0,H
2018-19,2018-10-27T00:00:00Z,Southampton,Newcastle,0,0,D,0,0,D
2018-19,2018-10-27T00:00:00Z,Watford,Huddersfield,3,0,H,2,0,H
2018-19,2018-10-28T00:00:00Z,Burnley,Chelsea,0,4,A,0,1,A
2018-19,2018-10-28T00:00:00Z,Crystal Palace,Arsenal,2,2,D,1,0,H
2018-19,2018-10-28T00:00:00Z,Man United,Everton,2,1,H,1,0,H
2018-19,2018-10-29T00:00:00Z,Tottenham,Man City,0,1,A,0,1,A
2018-19,2018-11-03T00:00:00Z,Arsenal,Liverpool,1,1,D,0,0,D
2018-19,2018-11-03T00:00:00Z,Bournemouth,Man United,1,2,A,1,1,D
2018-19,2018-11-03T00:00:00Z,Cardiff,Leicester,0,1,A,0,0,D
2018-19,2018-11-03T00:00:00Z,Everton,Brighton,3,1,H,1,1,D
2018-19,2018-11-03T00:00:00Z,Newcastle,Watford,1,0,H,0,0,D
2018-19,2018-11-03T00:00:00Z,West Ham,Burnley,4,2,H,1,1,D
2018-19,2018-11-03T00:00:00Z,Wolves,Tottenham,2,3,A,0,2,A
2018-19,2018-11-04T00:00:00Z,Chelsea,Crystal Palace,3,1,H,1,0,H
2018-19,2018-11-04T00:00:00Z,Man City,Southampton,6,1,H,4,1,H
2018-19,2018-11-05T00:00:00Z,Huddersfield,Fulham,1,0,H,1,0,H
2018-19,2018-11-10T00:00:00Z,Cardiff,Brighton,2,1,H,1,1,D
2018-19,2018-11-10T00:00:00Z,Crystal Palace,Tottenham,0,1,A,0,0,D
2018-19,2018-11-10T00:00:00Z,Huddersfield,West Ham,1,1,D,1,0,H
2018-19,2018-11-10T00:00:00Z,Leicester,Burnley,0,0,D,0,0,D
2018-19,2018-11-10T00:00:00Z,Newcastle,Bournemouth,2,1,H,2,1,H
2018-19,2018-11-10T00:00:00Z,Southampton,Watford,1,1,D,1,0,H
2018-19,2018-11-11T00:00:00Z,Arsenal,Wolves,1,1,D,0,1,A
2018-19,2018-11-11T00:00:00Z,Chelsea,Everton,0,0,D,0,0,D
2018-19,2018-11-11T00:00:00Z,Liverpool,Fulham,2,0,H,1,0,H
2018-19,2018-11-11T00:00:00Z,Man City,Man United,3,1,H,1,0,H
2018-19,2018-11-24T00:00:00Z,Brighton,Leicester,1,1,D,1,0,H
2018-19,2018-11-24T00:00:00Z,Everton,Cardiff,1,0,H,0,0,D
2018-19,2018-11-24T00:00:00Z,Fulham,Southampton,3,2,H,2,1,H
2018-19,2018-11-24T00:00:00Z,Man United,Crystal Palace,0,0,D,0,0,D
2018-19,2018-11-24T00:00:00Z,Tottenham,Chelsea,3,1,H,2,0,H
2018-19,2018-11-24T00:00:00Z,Watford,Liverpool,0,3,A,0,0,D
2018-19,2018-11-24T00:00:00Z,West Ham,Man City,0,4,A,0,3,A
2018-19,2018-11-25T00:00:00Z,Bournemouth,Arsenal,1,2,A,1,1,D
2018-19,2018-11-25T00:00:00Z,Wolves,Huddersfield,0,2,A,0,1,A
2018-19,2018-11-26T00:00:00Z,Burnley,Newcastle,1,2,A,1,2,A
2018-19,2018-11-30T00:00:00Z,Cardiff,Wolves,2,1,H,0,1,A
2018-19,2018-12-01T00:00:00Z,Crystal Palace,Burnley,2,0,H,1,0,H
2018-19,2018-12-01T00:00:00Z,Huddersfield,Brighton,1,2,A,1,1,D
2018-19,2018-12-01T00:00:00Z,Leicester,Watford,2,0,H,2,0,H
2018-19,2018-12-01T00:00:00Z,Man City,Bournemouth,3,1,H,1,1,D
2018-19,2018-12-01T00:00:00Z,Newcastle,West Ham,0,3,A,0,1,A
2018-19,2018-12-01T00:00:00Z,Southampton,Man United,2,2,D,2,2,D
2018-19,2018-12-02T00:00:00Z,Arsenal,Tottenham,4,2,H,1,2,A
2018-19,2018-12-02T00:00:00Z,Chelsea,Fulham,2,0,H,1,0,H
2018-19,2018-12-02T00:00:00Z,Liverpool,Everton,1,0,H,0,0,D
2018-19,2018-12-04T00:00:00Z,Bournemouth,Huddersfield,2,1,H,2,1,H
2018-19,2018-12-04T00:00:00Z,Brighton,Crystal Palace,3,1,H,3,0,H
2018-19,2018-12-04T00:00:00Z,Watford,Man City,1,2,A,0,1,A
2018-19,2018-12-04T00:00:00Z,West Ham,Cardiff,3,1,H,0,0,D
2018-19,2018-12-05T00:00:00Z,Burnley,Liverpool,1,3,A,0,0,D
2018-19,2018-12-05T00:00:00Z,Everton,Newcastle,1,1,D,1,1,D
2018-19,2018-12-05T00:00:00Z,Fulham,Leicester,1,1,D,1,0,H
2018-19,2018-12-05T00:00:00Z,Man United,Arsenal,2,2,D,1,1,D
2018-19,2018-12-05T00:00:00Z,Tottenham,Southampton,3,1,H,1,0,H
2018-19,2018-12-05T00:00:00Z,Wolves,Chelsea,2,1,H,0,1,A
2018-19,2018-12-08T00:00:00Z,Arsenal,Huddersfield,1,0,H,0,0,D
2018-19,2018-12-08T00:00:00Z,Bournemouth,Liverpool,0,4,A,0,1,A
2018-19,2018-12-08T00:00:00Z,Burnley,Brighton,1,0,H,1,0,H
2018-19,2018-12-08T00:00:00Z,Cardiff,Southampton,1,0,H,0,0,D
2018-19,2018-12-08T00:00:00Z,Chelsea,Man City,2,0,H,1,0,H
2018-19,2018-12-08T00:00:00Z,Leicester,Tottenham,0,2,A,0,1,A
2018-19,2018-12-08T00:00:00Z,Man United,Fulham,4,1,H,3,0,H
2018-19,2018-12-08T00:00:00Z,West Ham,Crystal Palace,3,2,H,0,1,A
2018-19,2018-12-09T00:00:00Z,Newcastle,Wolves,1,2,A,1,1,D
2018-19,2018-12-10T00:00:00Z,Everton,Watford,2,2,D,1,0,H
2018-19,2018-12-15T00:00:00Z,Crystal Palace,Leicester,1,0,H,1,0,H
2018-19,2018-12-15T00:00:00Z,Fulham,West Ham,0,2,A,0,2,A
2018-19,2018-12-15T00:00:00Z,Huddersfield,Newcastle,0,1,A,0,0,D
2018-19,2018-12-15T00:00:00Z,Man City,Everton,3,1,H,1,0,H
2018-19,2018-12-15T00:00:00Z,Tottenham,Burnley,1,0,H,0,0,D
2018-19,2018-12-15T00:00:00Z,Watford,Cardiff,3,2,H,1,0,H
2018-19,2018-12-15T00:00:00Z,Wolves,Bournemouth,2,0,H,1,0,H
2018-19,2018-12-16T00:00:00Z,Brighton,Chelsea,1,2,A,0,2,A
2018-19,2018-12-16T00:00:00Z,Liverpool,Man United,3,1,H,1,1,D
2018-19,2018-12-16T00:00:00Z,Southampton,Arsenal,3,2,H,2,1,H
2018-19,2018-12-21T00:00:00Z,Wolves,Liverpool,0,2,A,0,1,A
2018-19,2018-12-22T00:00:00Z,Arsenal,Burnley,3,1,H,1,0,H
2018-19,2018-12-22T00:00:00Z,Bournemouth,Brighton,2,0,H,1,0,H
2018-19,2018-12-22T00:00:00Z,Cardiff,Man United,1,5,A,1,3,A
2018-19,2018-12-22T00:00:00Z,Chelsea,Leicester,0,1,A,0,0,D
2018-19,2018-12-22T00:00:00Z,Huddersfield,Southampton,1,3,A,0,2,A
2018-19,2018-12-22T00:00:00Z,Man City,Crystal Palace,2,3,A,1,2,A
2018-19,2018-12-22T00:00:00Z,Newcastle,Fulham,0,0,D,0,0,D
2018-19,2018-12-22T00:00:00Z,West Ham,Watford,0,2,A,0,1,A
2018-19,2018-12-23T00:00:00Z,Everton,Tottenham,2,6,A,1,3,A
2018-19,2018-12-26T00:00:00Z,Brighton,Arsenal,1,1,D,1,1,D
2018-19,2018-12-26T00:00:00Z,Burnley,Everton,1,5,A,1,3,A
2018-19,2018-12-26T00:00:00Z,Crystal Palace,Cardiff,0,0,D,0,0,D
2018-19,2018-12-26T00:00:00Z,Fulham,Wolves,1,1,D,0,0,D
2018-19,2018-12-26T00:00:00Z,Leicester,Man City,2,1,H,1,1,D
2018-19,2018-12-26T00:00:00Z,Liverpool,Newcastle,4,0,H,1,0,H
2018-19,2018-12-26T00:00:00Z,Man United,Huddersfield,3,1,H,1,0,H
2018-19,2018-12-26T00:00:00Z,Tottenham,Bournemouth,5,0,H,3,0,H
2018-19,2018-12-26T00:00:00Z,Watford,Chelsea,1,2,A,1,1,D
2018-19,2018-12-27T00:00:00Z,Southampton,West Ham,1,2,A,0,0,D
2018-19,2018-12-29T00:00:00Z,Brighton,Everton,1,0,H,0,0,D
2018-19,2018-12-29T00:00:00Z,Fulham,Huddersfield,1,0,H,0,0,D
2018-19,2018-12-29T00:00:00Z,Leicester,Cardiff,0,1,A,0,0,D
2018-19,2018-12-29T00:00:00Z,Liverpool,Arsenal,5,1,H,4,1,H
2018-19,2018-12-29T00:00:00Z,Tottenham,Wolves,1,3,A,1,0,H
2018-19,2018-12-29T00:00:00Z,Watford,Newcastle,1,1,D,0,1,A
